query_id;query;calls;tempo;data_hora
-145235613556711518;SELECT    db.oid as did, db.datname, db.datallowconn,    pg_encoding_to_char(db.encoding) AS serverencoding,    has_database_privilege(db.oid, $1) as cancreate, datlastsysoid,    datistemplateFROM    pg_catalog.pg_database dbWHERE db.datname = current_database();2;11.850000000000001;2021-10-09T15:13:16.907783900
3467622892095096096;SELECT             gss_authenticated, encrypted        FROM            pg_catalog.pg_stat_gssapi        WHERE pid = pg_backend_pid();2;6.9122;2021-10-09T15:13:16.907783900
4028021764499350004;select queryid, query, calls, total_exec_time from pg_stat_statements order by total_exec_time desc;7;2.1278;2021-10-09T15:13:16.907783900
4688923930199360483;SELECT at.attname, ty.typname, at.attnum    FROM pg_catalog.pg_attribute at    LEFT JOIN pg_catalog.pg_type ty ON (ty.oid = at.atttypid)WHERE attrelid=$1::oid    AND at.attnum > $2    AND at.attisdropped = $3;3;0.5705;2021-10-09T15:13:16.907783900
3467622892095096096;SELECT             gss_authenticated, encrypted        FROM            pg_catalog.pg_stat_gssapi        WHERE pid = pg_backend_pid();2;0.4247;2021-10-09T15:13:16.907783900
-54379841970222102;SELECT version();2;0.32920000000000005;2021-10-09T15:13:16.907783900
-8703481048731771139;/*pga4dash*/SELECT    pid,    datname,    usename,    application_name,    client_addr,    pg_catalog.to_char(backend_start, $1) AS backend_start,    state,    wait_event_type || $2 || wait_event AS wait_event,    pg_catalog.pg_blocking_pids(pid) AS blocking_pids,    query,    pg_catalog.to_char(state_change, $3) AS state_change,    pg_catalog.to_char(query_start, $4) AS query_start,    backend_type,    CASE WHEN state = $5 THEN ROUND((extract($6 from now() - query_start) / $7)::numeric, $8) ELSE $9 END AS active_sinceFROM    pg_catalog.pg_stat_activityWHERE    datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)ORDER BY pid;1;0.3101;2021-10-09T15:13:16.907783900
-8703481048731771139;/*pga4dash*/SELECT    pid,    datname,    usename,    application_name,    client_addr,    pg_catalog.to_char(backend_start, $1) AS backend_start,    state,    wait_event_type || $2 || wait_event AS wait_event,    pg_catalog.pg_blocking_pids(pid) AS blocking_pids,    query,    pg_catalog.to_char(state_change, $3) AS state_change,    pg_catalog.to_char(query_start, $4) AS query_start,    backend_type,    CASE WHEN state = $5 THEN ROUND((extract($6 from now() - query_start) / $7)::numeric, $8) ELSE $9 END AS active_sinceFROM    pg_catalog.pg_stat_activityWHERE    datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)ORDER BY pid;1;0.3057;2021-10-09T15:13:16.908276800
-8703481048731771139;/*pga4dash*/SELECT    pid,    datname,    usename,    application_name,    client_addr,    pg_catalog.to_char(backend_start, $1) AS backend_start,    state,    wait_event_type || $2 || wait_event AS wait_event,    pg_catalog.pg_blocking_pids(pid) AS blocking_pids,    query,    pg_catalog.to_char(state_change, $3) AS state_change,    pg_catalog.to_char(query_start, $4) AS query_start,    backend_type,    CASE WHEN state = $5 THEN ROUND((extract($6 from now() - query_start) / $7)::numeric, $8) ELSE $9 END AS active_sinceFROM    pg_catalog.pg_stat_activityWHERE    datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)ORDER BY pid;1;0.2872;2021-10-09T15:13:16.908276800
3467622892095096096;SELECT             gss_authenticated, encrypted        FROM            pg_catalog.pg_stat_gssapi        WHERE pid = pg_backend_pid();1;0.1804;2021-10-09T15:13:16.908276800
-3231804266217893502;SELECT            roles.oid as id, roles.rolname as name,            roles.rolsuper as is_superuser,            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as            can_create_role,            CASE WHEN roles.rolsuper THEN $2            ELSE roles.rolcreatedb END as can_create_db,            CASE WHEN $3=ANY(ARRAY(                SELECT pg_catalog.pg_roles.rolname FROM                pg_catalog.pg_auth_members m JOIN pg_catalog.pg_roles ON                (m.roleid = pg_catalog.pg_roles.oid) WHERE                 m.member = roles.oid)) THEN $4            ELSE $5 END as can_signal_backend        FROM            pg_catalog.pg_roles as roles        WHERE            rolname = current_user;2;0.1031;2021-10-09T15:13:16.908276800
8659499965553477317;SELECT    db.oid as did, db.datname as name, ta.spcname as spcname, db.datallowconn,    pg_catalog.has_database_privilege(db.oid, $1) as cancreate, datdba as ownerFROM    pg_catalog.pg_database db    LEFT OUTER JOIN pg_catalog.pg_tablespace ta ON db.dattablespace = ta.oidWHERE db.oid > $2::OIDAND db.datistemplate in ($3)ORDER BY datname;1;0.0903;2021-10-09T15:13:16.908276800
-145235613556711518;SELECT    db.oid as did, db.datname, db.datallowconn,    pg_encoding_to_char(db.encoding) AS serverencoding,    has_database_privilege(db.oid, $1) as cancreate, datlastsysoid,    datistemplateFROM    pg_catalog.pg_database dbWHERE db.datname = current_database();2;0.07999999999999999;2021-10-09T15:13:16.908783800
-2266409223810417522;SELECT oid, pg_catalog.format_type(oid, $1) AS typname FROM pg_catalog.pg_type WHERE oid IN ($2, $3, $4) ORDER BY oid;3;0.0787;2021-10-09T15:13:16.908783800
1985554837564286180;SELECT at.attname, at.attnum, ty.typnameFROM pg_catalog.pg_attribute at LEFT JOIN pg_catalog.pg_type ty ON (ty.oid = at.atttypid)WHERE attrelid=$1::oid AND attnum = ANY (    (SELECT con.conkey FROM pg_catalog.pg_class rel LEFT OUTER JOIN pg_catalog.pg_constraint con ON con.conrelid=rel.oid    AND con.contype=$2 WHERE rel.relkind IN ($3,$4,$5, $6) AND rel.oid = $7::oid)::oid[]);3;0.0782;2021-10-09T15:13:16.908783800
-6860157140506312917;SELECT    ts.oid AS oid, spcname AS name, spcowner as ownerFROM    pg_catalog.pg_tablespace tsORDER BY name;2;0.0681;2021-10-09T15:13:16.908783800
-7329642237116823279;SELECT    db.oid as did, db.datname as name, ta.spcname as spcname, db.datallowconn,    pg_catalog.has_database_privilege(db.oid, $1) as cancreate, datdba as ownerFROM    pg_catalog.pg_database db    LEFT OUTER JOIN pg_catalog.pg_tablespace ta ON db.dattablespace = ta.oidWHERE db.oid > $2::OIDAND db.datistemplate in ($3, $4)ORDER BY datname;1;0.0592;2021-10-09T15:13:16.908783800
-6881169278140080455;SELECT    db.oid as did, db.datname, db.datallowconn,    pg_catalog.pg_encoding_to_char(db.encoding) AS serverencoding,    pg_catalog.has_database_privilege(db.oid, $1) as cancreate,    datlastsysoid, datistemplateFROM    pg_catalog.pg_database dbWHERE db.oid = $2;2;0.057;2021-10-09T15:13:16.909275800
-5554569685460101715;SELECT	r.oid, r.rolname, r.rolcanlogin, r.rolsuperFROM	pg_catalog.pg_roles rORDER BY r.rolcanlogin, r.rolname;1;0.0488;2021-10-09T15:13:16.909275800
-3231804266217893502;SELECT            roles.oid as id, roles.rolname as name,            roles.rolsuper as is_superuser,            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as            can_create_role,            CASE WHEN roles.rolsuper THEN $2            ELSE roles.rolcreatedb END as can_create_db,            CASE WHEN $3=ANY(ARRAY(                SELECT pg_catalog.pg_roles.rolname FROM                pg_catalog.pg_auth_members m JOIN pg_catalog.pg_roles ON                (m.roleid = pg_catalog.pg_roles.oid) WHERE                 m.member = roles.oid)) THEN $4            ELSE $5 END as can_signal_backend        FROM            pg_catalog.pg_roles as roles        WHERE            rolname = current_user;1;0.0474;2021-10-09T15:13:16.909275800
3601693220249759700;SELECT *FROM    (SELECT pg_catalog.pg_encoding_to_char(s.i) AS encoding    FROM (SELECT pg_catalog.generate_series($1, $2, $3) as i) s) aWHERE encoding != $4 ORDER BY encoding;1;0.0429;2021-10-09T15:13:16.909275800
-983215653373986152;SELECT CASE WHEN usesuper       THEN pg_catalog.pg_is_in_recovery()       ELSE $1       END as inrecovery,       CASE WHEN usesuper AND pg_catalog.pg_is_in_recovery()       THEN pg_is_wal_replay_paused()       ELSE $2       END as isreplaypausedFROM pg_catalog.pg_user WHERE usename=current_user;1;0.0167;2021-10-09T15:13:16.909275800
4328842360041987447;SELECT    has_table_privilege(      $1, $2    ) has_priviledgeWHERE EXISTS(    SELECT has_schema_privilege($3, $4)    WHERE EXISTS(        SELECT cl.oid FROM pg_catalog.pg_class cl        LEFT JOIN pg_catalog.pg_namespace ns ON ns.oid=relnamespace        WHERE relname=$5 AND nspname=$6    ));1;0.015400000000000002;2021-10-09T15:13:16.909275800
-145235613556711518;SELECT    db.oid as did, db.datname, db.datallowconn,    pg_encoding_to_char(db.encoding) AS serverencoding,    has_database_privilege(db.oid, $1) as cancreate, datlastsysoid,    datistemplateFROM    pg_catalog.pg_database dbWHERE db.datname = current_database();1;0.0145;2021-10-09T15:13:16.909275800
-54379841970222102;SELECT version();2;0.0049;2021-10-09T15:13:16.909275800
-54379841970222102;SELECT version();1;0.0027;2021-10-09T15:13:16.909275800
101922514127096035;/*pga4dash*/SELECT $1 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $2)) AS "Total",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $3 AND datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $4))  AS "Active",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $5 AND datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $6))  AS "Idle") tUNION ALLSELECT $7 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(xact_commit) + sum(xact_rollback) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $8)) AS "Transactions",   (SELECT sum(xact_commit) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $9)) AS "Commits",   (SELECT sum(xact_rollback) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)) AS "Rollbacks") tUNION ALLSELECT $11 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_inserted) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $12)) AS "Inserts",   (SELECT sum(tup_updated) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $13)) AS "Updates",   (SELECT sum(tup_deleted) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $14)) AS "Deletes") tUNION ALLSELECT $15 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_fetched) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $16)) AS "Fetched",   (SELECT sum(tup_returned) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $17)) AS "Returned") tUNION ALLSELECT $18 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(blks_read) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $19)) AS "Reads",   (SELECT sum(blks_hit) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $20)) AS "Hits") t;612;7009.4261;2021-10-09T15:14:44.874358800
8074461971164422096;/*pga4dash*/SELECT $1 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT count(*) FROM pg_catalog.pg_stat_activity) AS "Total",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $2)  AS "Active",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $3)  AS "Idle") tUNION ALLSELECT $4 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(xact_commit) + sum(xact_rollback) FROM pg_catalog.pg_stat_database) AS "Transactions",   (SELECT sum(xact_commit) FROM pg_catalog.pg_stat_database) AS "Commits",   (SELECT sum(xact_rollback) FROM pg_catalog.pg_stat_database) AS "Rollbacks") tUNION ALLSELECT $5 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_inserted) FROM pg_catalog.pg_stat_database) AS "Inserts",   (SELECT sum(tup_updated) FROM pg_catalog.pg_stat_database) AS "Updates",   (SELECT sum(tup_deleted) FROM pg_catalog.pg_stat_database) AS "Deletes") tUNION ALLSELECT $6 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_fetched) FROM pg_catalog.pg_stat_database) AS "Fetched",   (SELECT sum(tup_returned) FROM pg_catalog.pg_stat_database) AS "Returned") tUNION ALLSELECT $7 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(blks_read) FROM pg_catalog.pg_stat_database) AS "Reads",   (SELECT sum(blks_hit) FROM pg_catalog.pg_stat_database) AS "Hits") t;478;5124.041499999998;2021-10-09T15:14:44.874858500
101922514127096035;/*pga4dash*/SELECT $1 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $2)) AS "Total",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $3 AND datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $4))  AS "Active",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $5 AND datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $6))  AS "Idle") tUNION ALLSELECT $7 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(xact_commit) + sum(xact_rollback) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $8)) AS "Transactions",   (SELECT sum(xact_commit) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $9)) AS "Commits",   (SELECT sum(xact_rollback) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)) AS "Rollbacks") tUNION ALLSELECT $11 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_inserted) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $12)) AS "Inserts",   (SELECT sum(tup_updated) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $13)) AS "Updates",   (SELECT sum(tup_deleted) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $14)) AS "Deletes") tUNION ALLSELECT $15 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_fetched) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $16)) AS "Fetched",   (SELECT sum(tup_returned) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $17)) AS "Returned") tUNION ALLSELECT $18 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(blks_read) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $19)) AS "Reads",   (SELECT sum(blks_hit) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $20)) AS "Hits") t;199;2308.2417;2021-10-09T15:14:44.874858500
1570176449669227211;select t1.datname AS db_name, pg_size_pretty(pg_database_size(t1.datname)) as db_sizefrom pg_database t1 order by pg_database_size(t1.datname) desc;9;889.225;2021-10-09T15:14:44.875358600
-2894389729072551715;SELECT set_config($1,$2,$3) FROM pg_settings WHERE name = $4;2;397.38100000000003;2021-10-09T15:14:44.875358600
-2894389729072551715;SELECT set_config($1,$2,$3) FROM pg_settings WHERE name = $4;2;359.8935;2021-10-09T15:14:44.875358600
-2894389729072551715;SELECT set_config($1,$2,$3) FROM pg_settings WHERE name = $4;1;179.3083;2021-10-09T15:14:44.875358600
-3282222094897798068;select distinct  datname, xact_rollback, xact_commit from pg_stat_database order by xact_rollback  desc limit $1;9;97.14139999999999;2021-10-09T15:14:44.875358600
-3621206209676869078;select distinct  datname, xact_rollback, xact_commit from pg_stat_database order by xact_rollback  desc;10;85.0565;2021-10-09T15:14:44.875858700
820057824487563577;SELECT DISTINCT att.attname as name, att.attnum as OID, pg_catalog.format_type(ty.oid,$1) AS datatype,att.attnotnull as not_null, att.atthasdef as has_default_valFROM pg_catalog.pg_attribute att  JOIN pg_catalog.pg_type ty ON ty.oid=atttypid  JOIN pg_catalog.pg_namespace tn ON tn.oid=ty.typnamespace  JOIN pg_catalog.pg_class cl ON cl.oid=att.attrelid  JOIN pg_catalog.pg_namespace na ON na.oid=cl.relnamespace  LEFT OUTER JOIN pg_catalog.pg_type et ON et.oid=ty.typelem  LEFT OUTER JOIN pg_catalog.pg_attrdef def ON adrelid=att.attrelid AND adnum=att.attnum  LEFT OUTER JOIN (pg_catalog.pg_depend JOIN pg_catalog.pg_class cs ON classid=$2::regclass AND objid=cs.oid AND cs.relkind=$3) ON refobjid=att.attrelid AND refobjsubid=att.attnum  LEFT OUTER JOIN pg_catalog.pg_namespace ns ON ns.oid=cs.relnamespace  LEFT OUTER JOIN pg_catalog.pg_index pi ON pi.indrelid=att.attrelid AND indisprimaryWHERE    att.attrelid = $4::oid    AND att.attnum > $5    AND att.attisdropped IS FALSEORDER BY att.attnum;3;79.1726;2021-10-09T15:14:44.875858700
201740437650917847;select indexrelid, indexrelname, idx_blks_read, idx_blks_hit from pg_statio_all_indexes order by idx_blks_read, idx_blks_hit desc limit $1;6;65.3078;2021-10-09T15:14:44.875858700
101922514127096035;/*pga4dash*/SELECT $1 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $2)) AS "Total",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $3 AND datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $4))  AS "Active",   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $5 AND datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $6))  AS "Idle") tUNION ALLSELECT $7 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(xact_commit) + sum(xact_rollback) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $8)) AS "Transactions",   (SELECT sum(xact_commit) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $9)) AS "Commits",   (SELECT sum(xact_rollback) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)) AS "Rollbacks") tUNION ALLSELECT $11 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_inserted) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $12)) AS "Inserts",   (SELECT sum(tup_updated) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $13)) AS "Updates",   (SELECT sum(tup_deleted) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $14)) AS "Deletes") tUNION ALLSELECT $15 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(tup_fetched) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $16)) AS "Fetched",   (SELECT sum(tup_returned) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $17)) AS "Returned") tUNION ALLSELECT $18 AS chart_name, pg_catalog.row_to_json(t) AS chart_dataFROM (SELECT   (SELECT sum(blks_read) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $19)) AS "Reads",   (SELECT sum(blks_hit) FROM pg_catalog.pg_stat_database WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $20)) AS "Hits") t;4;44.4722;2021-10-09T15:14:44.875858700
-8343259399363012501;SELECT    db.oid AS did, db.oid, db.datname AS name, db.dattablespace AS spcoid,    spcname, datallowconn, pg_catalog.pg_encoding_to_char(encoding) AS encoding,    pg_catalog.pg_get_userbyid(datdba) AS datowner, datcollate, datctype, datconnlimit,    pg_catalog.has_database_privilege(db.oid, $1) AS cancreate,    pg_catalog.current_setting($2) AS default_tablespace,    descr.description AS comments, db.datistemplate AS is_template,        (SELECT pg_catalog.array_to_string(ARRAY(        SELECT pg_catalog.array_to_string(defaclacl::text[], $3)            FROM pg_catalog.pg_default_acl        WHERE defaclobjtype = $4 AND defaclnamespace = $5::OID    ), $6)) AS tblacl,        (SELECT pg_catalog.array_to_string(ARRAY(        SELECT pg_catalog.array_to_string(defaclacl::text[], $7)            FROM pg_catalog.pg_default_acl        WHERE defaclobjtype = $8 AND defaclnamespace = $9::OID    ), $10)) AS seqacl,        (SELECT pg_catalog.array_to_string(ARRAY(        SELECT pg_catalog.array_to_string(defaclacl::text[], $11)            FROM pg_catalog.pg_default_acl        WHERE defaclobjtype = $12 AND defaclnamespace = $13::OID    ), $14)) AS funcacl,        (SELECT pg_catalog.array_to_string(ARRAY(        SELECT pg_catalog.array_to_string(defaclacl::text[], $15)            FROM pg_catalog.pg_default_acl        WHERE defaclobjtype = $16 AND defaclnamespace = $17::OID    ), $18)) AS typeacl,    (SELECT pg_catalog.array_agg(provider || $19 || label) FROM pg_catalog.pg_shseclabel sl1 WHERE sl1.objoid=db.oid) AS seclabels,    pg_catalog.array_to_string(datacl::text[], $20) AS aclFROM pg_catalog.pg_database db    LEFT OUTER JOIN pg_catalog.pg_tablespace ta ON db.dattablespace=ta.OID    LEFT OUTER JOIN pg_catalog.pg_shdescription descr ON (        db.oid=descr.objoid AND descr.classoid=$21::regclass    )WHERE db.datname = $22::textAND db.datistemplate in ($23, $24)ORDER BY datname;1;25.179;2021-10-09T15:14:44.876358900
-6873096546428873134;select distinct  datname, xact_rollback, xact_commit from pg_stat_database;4;22.0636;2021-10-09T15:14:44.876358900
8476250541386996191;select indexrelid, indexrelname, idx_blks_read, idx_blks_hit from pg_statio_all_indexes order by idx_blks_read, idx_blks_hit desc;2;21.9968;2021-10-09T15:14:44.876358900
-4197869820976432009;SELECT DISTINCT(datctype) AS cnameFROM pg_catalog.pg_databaseUNIONSELECT DISTINCT(datcollate) AS cnameFROM pg_catalog.pg_database;1;20.4006;2021-10-09T15:14:44.876858800
-3231804266217893502;SELECT            roles.oid as id, roles.rolname as name,            roles.rolsuper as is_superuser,            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as            can_create_role,            CASE WHEN roles.rolsuper THEN $2            ELSE roles.rolcreatedb END as can_create_db,            CASE WHEN $3=ANY(ARRAY(                SELECT pg_catalog.pg_roles.rolname FROM                pg_catalog.pg_auth_members m JOIN pg_catalog.pg_roles ON                (m.roleid = pg_catalog.pg_roles.oid) WHERE                 m.member = roles.oid)) THEN $4            ELSE $5 END as can_signal_backend        FROM            pg_catalog.pg_roles as roles        WHERE            rolname = current_user;2;20.3515;2021-10-09T15:14:44.876858800
-8712429588210625015;/*pga4dash*/SELECT    pid,    datname,    usename,    application_name,    client_addr,    pg_catalog.to_char(backend_start, $1) AS backend_start,    state,    wait_event_type || $2 || wait_event AS wait_event,    pg_catalog.pg_blocking_pids(pid) AS blocking_pids,    query,    pg_catalog.to_char(state_change, $3) AS state_change,    pg_catalog.to_char(query_start, $4) AS query_start,    backend_type,    CASE WHEN state = $5 THEN ROUND((extract($6 from now() - query_start) / $7)::numeric, $8) ELSE $9 END AS active_sinceFROM    pg_catalog.pg_stat_activityORDER BY pid;3;16.0579;2021-10-09T15:14:44.876858800
-3809315224760506679;select queryid, query, calls, total_exec_time from pg_stat_statements order by total_exec_time desc limit $1;37;14.809200000000002;2021-10-09T15:14:44.876858800
-145235613556711518;SELECT    db.oid as did, db.datname, db.datallowconn,    pg_encoding_to_char(db.encoding) AS serverencoding,    has_database_privilege(db.oid, $1) as cancreate, datlastsysoid,    datistemplateFROM    pg_catalog.pg_database dbWHERE db.datname = current_database();2;11.850000000000001;2021-10-09T15:14:44.876858800
3467622892095096096;SELECT             gss_authenticated, encrypted        FROM            pg_catalog.pg_stat_gssapi        WHERE pid = pg_backend_pid();2;6.9122;2021-10-09T15:14:44.877359100
4028021764499350004;select queryid, query, calls, total_exec_time from pg_stat_statements order by total_exec_time desc;9;2.9902;2021-10-09T15:14:44.877359100
4688923930199360483;SELECT at.attname, ty.typname, at.attnum    FROM pg_catalog.pg_attribute at    LEFT JOIN pg_catalog.pg_type ty ON (ty.oid = at.atttypid)WHERE attrelid=$1::oid    AND at.attnum > $2    AND at.attisdropped = $3;3;0.5705;2021-10-09T15:14:44.877359100
3467622892095096096;SELECT             gss_authenticated, encrypted        FROM            pg_catalog.pg_stat_gssapi        WHERE pid = pg_backend_pid();2;0.4247;2021-10-09T15:14:44.877359100
-54379841970222102;SELECT version();2;0.32920000000000005;2021-10-09T15:14:44.877359100
-8703481048731771139;/*pga4dash*/SELECT    pid,    datname,    usename,    application_name,    client_addr,    pg_catalog.to_char(backend_start, $1) AS backend_start,    state,    wait_event_type || $2 || wait_event AS wait_event,    pg_catalog.pg_blocking_pids(pid) AS blocking_pids,    query,    pg_catalog.to_char(state_change, $3) AS state_change,    pg_catalog.to_char(query_start, $4) AS query_start,    backend_type,    CASE WHEN state = $5 THEN ROUND((extract($6 from now() - query_start) / $7)::numeric, $8) ELSE $9 END AS active_sinceFROM    pg_catalog.pg_stat_activityWHERE    datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)ORDER BY pid;1;0.3101;2021-10-09T15:14:44.877359100
-8703481048731771139;/*pga4dash*/SELECT    pid,    datname,    usename,    application_name,    client_addr,    pg_catalog.to_char(backend_start, $1) AS backend_start,    state,    wait_event_type || $2 || wait_event AS wait_event,    pg_catalog.pg_blocking_pids(pid) AS blocking_pids,    query,    pg_catalog.to_char(state_change, $3) AS state_change,    pg_catalog.to_char(query_start, $4) AS query_start,    backend_type,    CASE WHEN state = $5 THEN ROUND((extract($6 from now() - query_start) / $7)::numeric, $8) ELSE $9 END AS active_sinceFROM    pg_catalog.pg_stat_activityWHERE    datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)ORDER BY pid;1;0.3057;2021-10-09T15:14:44.877859100
-8703481048731771139;/*pga4dash*/SELECT    pid,    datname,    usename,    application_name,    client_addr,    pg_catalog.to_char(backend_start, $1) AS backend_start,    state,    wait_event_type || $2 || wait_event AS wait_event,    pg_catalog.pg_blocking_pids(pid) AS blocking_pids,    query,    pg_catalog.to_char(state_change, $3) AS state_change,    pg_catalog.to_char(query_start, $4) AS query_start,    backend_type,    CASE WHEN state = $5 THEN ROUND((extract($6 from now() - query_start) / $7)::numeric, $8) ELSE $9 END AS active_sinceFROM    pg_catalog.pg_stat_activityWHERE    datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $10)ORDER BY pid;1;0.2872;2021-10-09T15:14:44.877859100
3467622892095096096;SELECT             gss_authenticated, encrypted        FROM            pg_catalog.pg_stat_gssapi        WHERE pid = pg_backend_pid();1;0.1804;2021-10-09T15:14:44.877859100
